error rates : 124
original, flowids, expected
760 -1909723161 556
759 401550056 628
759 129827079 753
757 -434685617 728
757 -979687965 4
757 -584201229 20
757 -68856653 505
756 -2141754028 750
756 425349218 655
756 -663174893 72
756 546241510 746
755 -165655367 751
755 1098946867 220
755 938531783 2
754 1074769492 129
754 1222224020 72
754 -1318402772 754
754 664601670 754
753 1799254228 685
752 -2127743989 705
752 135587341 5
751 1996248959 724
750 1231521783 2
750 -778828495 742
749 -101811722 743
747 -503643203 122
747 -1129029956 6
747 1781271656 745
746 -928862649 520
746 1360998501 741
746 231211217 630
746 926766884 720
746 -1674088647 100
745 873982676 628
744 -754665071 712
744 1165973037 5
744 -465379349 718
744 -1056963809 134
743 -1766564043 624
743 1445760303 18
742 -250880158 726
741 500723495 741
740 1174141084 724
740 -523154225 734
740 1417571860 544
740 -178945501 520
740 -1227639452 194
740 -1557127627 736
738 1751468804 738
737 -2008607212 371
737 1055128282 5
737 1343512525 472
736 -1931634881 58
736 1485448627 588
735 1514866186 583
734 -1390479364 179
734 -1025774116 4
734 317798614 40
734 1223609005 246
733 -477268946 700
733 608957895 731
732 583009826 25
732 -552241230 712
732 -1258728693 724
730 470091784 14
730 -1042687689 650
730 -1523062213 100
730 -1033638687 58
730 1938337095 672
729 747404506 691
729 -499301228 10
729 1135972234 34
728 -232161230 530
728 1179576910 5
728 -68559196 526
728 1586344798 712
727 -236034704 432
727 -1733459256 108
726 -105795431 704
726 -416914690 726
726 913453186 720
725 966935088 117
725 -313197558 4
725 -516343514 6
725 -1879266359 676
725 279887413 688
724 -1491204403 3
724 405770683 2
724 -1310350036 688
724 -277897723 708
724 -642351755 700
723 -1701675385 578
722 -898748613 352
722 1063333925 720
722 -275801705 706
722 -521056088 620
722 -205466595 12
722 -1932757477 10
722 1973386510 720
721 1185323472 122
721 -1095039672 592
721 1409243765 708
719 757188751 678
719 -472207005 4
719 -1203331275 540
719 -670597549 696
719 -1579539592 2
718 -1862560135 4
718 1049827643 712
718 1858672630 4
718 -1248412306 2
717 -2096008370 6
717 -1059773712 5
717 140100344 585
717 1297806832 6
716 171920284 699
716 -750960040 8
716 1027176307 714
716 1526450854 588
716 -1409255928 2
716 1226092931 684
715 -2081908008 568
715 -650503636 532
715 -1799378422 708
715 404013484 4
715 -2131137567 710
715 -1151383046 2
714 1304843450 2
713 1177944528 472
713 -429599498 345
713 193950514 4
712 -1758069890 704
712 -793445093 692
711 -464663873 711
711 -1484398477 8
710 2017773623 626
710 1070661671 710
709 1532411760 653
708 -1455491690 684
707 964069246 4
706 -685340646 706
706 -957673602 670
706 1366735644 524
706 1249438484 56
705 1188550455 705
705 312519572 650
705 -2142911531 577
705 -735766853 678
705 979983889 696
705 409053565 494
705 1981899959 526
705 -58851858 8
702 -560904214 540
702 -2020534158 678
702 -316238051 568
702 1246853400 700
700 -597761165 140
700 1791329399 698
700 -1370054702 8
699 837712273 667
699 1460025187 507
699 -1439767729 17
698 1638357770 674
698 803230912 4
697 1792925647 128
697 1925171133 682
696 1764987716 107
696 889531052 576
696 1273150375 600
695 704484949 666
695 -1916208528 690
695 1951582711 686
695 89375024 3
695 755431982 320
694 -1797177921 688
694 -1701145383 666
694 1418228617 684
693 1684838464 53
693 2145222408 514
693 -435622528 20
693 -1700014528 26
692 181642039 132
692 590049209 680
692 -1756818056 676
691 1474166841 628
691 442616041 646
691 597468647 2
690 1839922106 686
690 1671041307 12
690 1942574289 610
690 119838179 612
690 804061078 677
690 1513582685 648
690 -541453002 4
690 -652484751 36
690 482836185 2
689 865222136 13
688 1616126196 682
688 1613966388 646
688 1113606044 20
688 1314753526 668
687 -956278487 596
687 1635691293 637
687 646178125 2
687 -2058248390 76
687 -1183350518 2
687 -2081854938 687
686 1224247355 672
685 -641031096 13
685 1411432324 659
685 -213492734 20
684 -1330832466 502
684 717875118 250
684 984801130 156
684 -1927810011 680
683 712183357 12
683 -1712535635 2
682 -528986393 676
682 -41242674 602
681 1408306490 675
681 -866893703 670
681 -1234829104 677
681 1698542052 2
680 1667663277 2
680 80586865 638
680 1057704418 656
680 384023049 42
680 -686301160 680
678 -972972958 672
678 -1386125934 676
677 -1722961743 675
677 344409922 232
676 1135218060 674
676 1455350060 576
676 -694921358 2
676 -1602729981 4
675 -478731322 7
675 -1659252326 602
675 -1384094430 4
675 -880720714 632
675 634922184 3
674 580721709 672
673 -409433664 651
672 244617782 662
672 609059136 668
672 946252078 2
671 -906939927 544
671 -1313956632 458
671 1578407359 122
670 -160247344 8
670 -1946373574 320
670 1234224064 668
670 -942228288 607
670 -405012076 668
670 -895533752 566
670 1440468190 104
670 115695686 2
670 501067772 134
670 563980288 136
669 1009923274 664
669 -33102427 24
669 1343293 8
668 398479104 594
668 1593443652 516
668 1433739669 16
667 -845738473 586
667 1640001209 2
667 -111545706 641
666 1159352244 650
666 -1878283116 8
666 457140892 4
665 -1166800700 116
665 -1055153078 632
665 -277806545 15
665 -1641341345 250
664 -1506093778 92
664 447822769 2
664 1479679602 2
664 1275373043 660
664 202498138 640
663 -540559626 66
663 -1662492978 9
663 -472155292 646
663 -1245584042 278
662 1100836658 2
662 947982117 638
661 -232538028 639
661 -523292699 656
660 1417355672 56
659 -706532895 650
659 -684426244 9
659 1847404426 446
659 -708524645 655
659 -1890292269 2
658 147604056 197
658 2088718177 629
658 874566969 2
658 -1343640860 2
658 -553781012 628
657 -65730731 641
657 -1302147381 603
657 1091006773 4
657 11972477 2
657 1407165664 640
656 472799692 578
656 -1493874438 2
656 1897538004 76
656 -2066363446 568
656 -1484363666 656
656 -1366257580 606
655 1839100124 392
655 -1891552549 557
654 -458062083 582
654 1166996511 632
653 -1871370958 555
653 -1645825854 4
652 -407500937 4
651 851522796 2
651 -2118378310 348
651 -1411468754 578
651 1663015717 651
651 -62005274 5
651 -1962850343 469
651 1493270595 640
651 739150240 639
651 -535779415 74
651 40498887 10
650 505905941 648
650 1960967112 634
650 1084954196 594
650 142904453 2
650 -977365064 276
649 413216209 615
649 827093611 507
649 486072953 12
648 1776075148 626
648 -382646024 246
648 368482140 2
648 -987834750 514
648 639879257 642
647 1407406204 36
646 56525906 642
646 -432208978 584
646 -737420586 60
646 750274387 20
645 -930898626 51
645 -336234899 108
645 -631917394 3
645 -138879690 636
645 1233465656 148
645 1383136810 32
645 -859613667 442
645 -162022433 306
644 -433449477 558
644 -1034814569 583
644 -1315242537 4
644 689738596 644
644 1004195769 110
643 -1676664674 8
643 -35767482 99
643 -1302601322 2
642 1510177983 488
642 -1272507784 8
642 -900769648 8
642 -834534158 512
642 1600289142 12
642 -2036301806 112
642 1256032391 2
642 1743606630 626
642 1068933718 244
641 -1077505142 335
641 -508676580 619
640 633847391 624
640 -1935719003 584
639 -1524307741 618
638 -692513820 638
638 361556924 618
638 1674731836 6
638 550828685 628
638 -599362687 626
638 -1408936471 4
637 -1969088210 593
636 1276109347 632
636 1149578684 628
636 -475552350 608
636 1647710667 4
636 765264643 598
635 -1708653968 351
634 -1040188571 632
633 -442760589 20
632 -46625746 46
632 -90863834 6
632 -1648647706 546
632 -1742243768 78
632 1972949504 12
632 -398618759 162
632 -635507389 632
631 -608598114 543
631 -459592578 4
631 -1326289626 394
630 1388252521 617
630 -843241764 608
630 1618694118 6
630 -948542060 594
630 1447266808 630
630 -1604084901 626
630 -635975094 336
630 1588260570 610
630 -1301285265 4
630 -1546364670 620
630 1248010572 570
630 2021372449 9
629 580379809 622
629 -1074614657 602
629 1535560130 50
629 2049843051 629
629 201117170 163
629 -2013505239 618
629 2145692862 352
628 160330602 16
628 143443898 610
628 -1922705576 628
627 21765350 598
626 -911452381 528
625 -347912212 620
625 1626690552 614
625 1618972478 619
625 20814976 5
625 -1058591713 2
625 1566961952 4
624 -1811604418 624
624 273392954 624
624 -596800156 20
624 -1885328908 6
624 -646517179 578
623 1283006853 614
622 -1798074201 16
622 577416294 70
622 -2001115136 10
622 -1892833961 20
622 1598522446 602
622 438420544 394
622 1112607489 586
621 -305092323 605
621 585023854 107
621 355812468 590
621 1364841707 12
621 -233078854 512
621 1399004035 4
620 -1069719708 59
620 -871675672 584
620 -1504541777 8
620 -990138495 562
620 -822260369 610
619 -479788041 4
619 1050706336 139
619 -1947853054 609
619 -1475752200 3
619 -140380969 288
619 -2023444987 599
618 1897526938 30
618 -704062317 32
618 1929945949 576
618 -1252685482 616
618 -496281266 7
618 1919102409 598
618 -1959044813 6
618 1111789267 168
618 -1980591214 10
618 850735285 2
618 -53680074 548
617 1066209820 64
617 215370603 410
617 -1810137610 20
616 -162868352 552
616 -1024344497 28
616 -357859570 612
615 843319876 12
615 1111651841 615
614 681078103 4
614 -1937570832 610
614 -1602518733 504
613 -1245905267 422
613 100286877 297
613 -1577755434 609
613 1582066475 605
613 -484546432 2
613 -2006390783 4
613 -808347357 4
612 -1110396034 524
612 -1456190882 4
612 -444714386 10
611 818491174 611
611 473280063 574
610 323445800 608
610 -476216427 610
609 438863744 584
609 838872039 595
609 -1128100676 609
609 -541981318 586
609 1999810367 586
609 -1927046536 18
608 -948566068 599
608 826855068 582
607 1471728354 556
606 714178588 593
606 442973763 246
605 790396087 603
605 -1411461763 3
603 905148446 41
603 2014598251 503
603 -197927743 603
603 2060452507 20
603 -301119817 603
603 -633916257 8
602 -1062239627 595
602 1615376723 602
602 899587872 556
601 942723143 581
600 -87071601 551
600 1250077410 44
600 624299233 64
600 -876429268 590
600 183771446 590
600 -1614106598 400
600 -1903163745 2
599 -1879931798 85
599 425504840 2
599 -607807192 588
598 2056856370 20
598 -840991189 594
598 1661261074 566
598 838533441 596
598 1596222906 2
596 180353062 513
596 -1612603528 586
596 -1113381019 588
596 -14114117 341
596 1376342342 7
596 -1363305746 588
595 -1424151586 583
595 -1352737354 10
594 -1520553397 24
594 -382348736 592
593 418393288 72
593 309075637 376
593 158023096 280
593 -809271061 568
593 -1781372096 3
593 -1700719271 581
593 -1311426661 20
592 761383506 590
592 -1673978726 4
592 1767444898 51
592 747082484 584
592 -1590133977 592
592 1004164258 530
592 187930048 6
592 -1487795206 568
592 2127337235 162
591 -756859653 542
591 578261837 403
590 1345705637 505
590 2092140603 564
590 1762997067 206
590 1247260821 10
590 -768855941 50
589 -1493341740 580
589 431785708 222
589 811663992 589
588 692220209 6
588 985192977 55
588 -848287049 568
588 531259073 12
588 -739393199 518
587 341924416 578
586 1275356418 6
586 -1785357189 12
586 -575459173 572
586 1072492874 443
586 -1338535930 570
586 978668149 572
586 -832480312 568
585 203939946 51
585 -1842367286 575
585 -148430834 529
585 2007232794 522
585 -1056289239 556
585 -1561618495 4
585 -1314055978 20
584 -1213626602 580
584 -1681066897 584
584 -1984292519 570
584 931151675 394
584 833776748 2
584 -1973551658 584
584 1597127812 569
583 -1255217346 554
583 1608857319 18
583 -64132045 549
583 1849246424 2
583 -2043517440 20
582 -1151548862 2
582 -69249621 570
582 -1630255739 572
582 -453636987 4
581 1648498660 579
581 -1082073112 22
581 969576932 2
581 -1956547880 533
581 1982407937 282
581 -1745863823 2
580 1890618650 2
580 -1756299139 577
580 -524401450 434
580 1314423198 20
580 -304426855 576
580 -2003925594 4
579 -2095876540 536
579 -1438728081 559
578 180245371 578
577 620031525 556
576 1105067553 574
576 697541334 536
576 18690299 564
576 1241582249 2
576 1567007255 196
575 -1771887085 571
575 139486605 2
574 932376430 540
574 1530393638 2
574 -256941761 119
574 2012516346 238
574 -1917215777 6
574 -336641809 552
574 825620177 20
573 1046905291 551
573 1525933527 16
572 915702978 490
572 -1407386367 4
572 -1818140214 555
572 361968231 572
572 -601394663 546
571 -90504770 571
571 -349081889 571
571 -1793647871 569
571 714602760 567
570 2090864477 524
570 -176013458 568
570 -366143794 2
570 997288569 564
569 -878058156 551
569 917109332 4
569 -349510244 567
569 -1739084261 4
569 -1412346933 557
569 -1138757629 565
569 1012722565 520
568 -923246342 555
568 1642611734 11
568 969276102 568
567 -1413971943 547
567 -869284343 4
567 1250036417 556
567 205068929 4
566 -432754723 6
566 688686722 564
566 -2068908235 558
566 162096423 552
565 -2098954634 547
565 -1902862643 527
565 1600353319 563
565 -1105621434 16
564 1366718687 14
563 1454011721 524
563 -651195695 543
563 -1118877448 561
563 -713153723 557
563 1883134085 28
563 666396802 422
562 1393484895 22
562 -373616572 36
562 559502880 300
562 216772054 542
561 -304690862 561
561 1218785653 561
560 1437784671 351
560 2057460793 20
560 -124460583 4
560 1286735375 552
560 276357695 2
560 1988901134 534
560 -2075285249 510
560 -1329771026 558
560 177117145 8
560 -1072394039 9
560 -1033928024 366
558 208492486 551
558 -503623477 4
558 1528919621 554
558 1199843281 4
558 -898013000 536
557 -156563438 557
557 -1961129225 39
557 -1864912007 553
556 -988183445 548
556 -1896835290 148
556 758839342 544
556 -1856601965 412
556 -1433962084 278
556 319730125 100
556 2017573132 264
555 -1752551735 555
554 -915052698 24
554 -908533630 542
554 -317166754 532
554 144665290 2
554 1724561235 141
554 1313698262 4
554 -584056241 76
554 839224362 548
554 -911153298 554
554 1910560421 525
554 -1895650488 544
553 1762507441 507
553 -1575934092 129
553 -10550407 9
553 -695741184 389
553 -450252535 536
553 212269114 272
552 1286187202 515
552 432580577 20
552 2026210488 552
552 -2063052233 17
552 1252823300 110
552 1232179466 504
552 620842113 510
552 -1985294721 2
551 945276435 10
551 -40581654 543
550 -1266885878 550
550 -1190318092 32
550 1992372486 369
550 635139726 550
550 -999482480 4
549 1137130636 549
549 1138973971 546
549 1598471594 9
548 1988393974 548
548 -748804137 8
548 2015193057 2
548 -1513810745 20
547 430938113 510
547 1543762033 7
547 -286783447 8
547 -636834745 540
546 -418314431 521
546 288762839 4
546 454008431 2
545 -2053671469 484
544 1119698233 50
544 -795575972 540
544 -1685106207 544
544 877688978 521
544 -1715877946 2
544 1603332473 534
544 328471210 542
544 1946482854 538
544 1599289833 486
542 1108668956 542
542 -1039781653 466
542 811412528 530
542 120875768 386
541 -307038217 4
541 -2105877761 516
541 -876013417 13
541 -1948134237 532
540 741859951 538
540 -610716695 2
540 -1605859178 20
540 1190983994 498
538 1317712452 518
538 -1135022003 7
538 1311760623 536
538 491643530 55
538 944838098 8
538 -749504442 222
538 2087127373 536
538 -15193104 534
538 121857597 28
538 -1398851939 352
537 -1439626728 522
537 -1587337528 4
537 -1897643387 535
537 -559198104 2
536 1811222602 463
536 -889633494 390
536 127296292 528
536 831714900 2
536 1966256653 173
536 173044049 526
534 1907099577 510
534 1631932494 226
534 -418333046 4
534 933073005 2
533 -185101965 530
533 1384511771 531
533 1267319316 514
532 -1879094520 8
532 -1251624249 492
532 -1827597886 282
532 -1037967430 148
531 1139038516 151
531 1947076921 2
531 69900852 2
531 -1235672013 531
530 2128575376 4
530 1416221728 4
530 -394878336 6
529 845889765 507
529 -118833640 525
528 1380102457 512
528 -35499891 486
528 1036918917 515
528 -274352266 2
528 -1105113466 453
528 -2071734466 61
528 -1876803033 20
527 -1660400937 525
527 1423249077 522
527 -1880200781 3
526 1536737194 522
526 1800208370 4
526 -223736122 4
526 -246026365 518
525 1119880374 16
525 -1092063298 320
525 1074752854 458
525 127201190 2
524 -2136627767 520
523 841926732 192
523 -1806803976 13
523 -227579980 8
523 -1991636706 8
523 -2078166009 517
523 -723764074 442
523 1703696846 444
523 -1647441418 24
521 -1485123239 517
521 1377801523 518
521 -2126066459 519
520 -1266733761 518
520 -1799372009 188
518 -1650232750 182
517 -583089598 54
517 -1993258918 10
517 968222262 502
516 404775470 512
516 582790525 493
516 -1475905757 480
515 960089011 8
515 -1323562963 3
515 -603544051 508
514 -1794911997 20
514 -74774757 10
514 837155768 508
514 646715509 504
513 -2033458292 41
513 1041375684 7
513 504737111 483
512 -1206774074 480
511 -874101793 493
510 -858564410 484
510 -1425751830 510
509 -1939495636 463
508 -2017639288 506
508 -1921945215 508
508 -720169034 460
508 1607189789 383
508 2114084194 506
507 -892468374 503
507 1160163270 484
507 -982877566 20
507 -1284449081 503
506 1442167375 283
506 843279902 499
506 -375994159 396
506 -158628807 6
506 1935993415 20
506 -1430604808 22
506 417721998 506
506 -753241225 506
505 950429870 503
505 -265490206 261
505 -747716446 4
504 -1223657748 499
504 505976459 388
504 583583107 8
503 1280991630 9
503 883824222 2
502 916518503 484
502 72983187 492
501 1606533978 495
499 662595740 352
499 1157953044 7
498 -1504195432 3
498 701756364 434
497 -662202556 453
497 -1248002991 402
497 -68168740 20
496 1528334359 230
496 1734849847 2
495 -219261049 256
495 1678664511 4
494 2054335598 492
494 1669274882 20
493 614327194 123
493 1981316154 260
493 254693210 468
492 1813311869 385
492 786024736 275
492 243885632 32
492 -1676433608 8
491 -1064832220 438
491 760393828 491
490 1396008257 490
490 119759977 490
490 -1909383861 2
490 -386212576 484
489 -377522197 4
489 1829053885 436
488 892935392 207
488 1838838274 7
487 -1538213496 20
487 -2054057687 6
487 1684346897 474
487 -1512896776 398
486 1763594037 432
486 597246322 468
486 -19839611 484
485 1121450163 10
485 398410211 429
484 1444654039 20
484 -781950838 365
484 -1426917394 318
484 -873540473 326
484 -1987212146 148
484 1560941757 400
484 257576079 430
484 -200948735 4
484 -1149010802 334
484 121757537 100
484 -1244662338 160
483 -438784381 11
483 -1605249045 118
482 -734542662 482
482 -479819548 36
482 1578147786 436
479 -795374646 12
479 -841762165 475
479 -1557170171 456
479 -583328510 194
478 -477532652 362
478 -56662921 8
478 -9028940 4
478 -637246356 462
478 -2050447801 453
478 1726929919 438
478 -563189959 460
478 1173088708 4
477 2000418292 474
476 2146327667 13
476 -951294443 106
475 1457765749 2
475 -1469872605 465
475 -110864676 22
475 -669430520 472
475 1527989954 347
475 727975353 242
474 834375466 348
473 2035193567 450
473 126093840 355
473 1880881680 453
473 -1445099855 10
473 253566618 4
473 -1332088402 440
473 -1258722535 3
473 639457592 116
473 -1352706733 107
472 1291966419 130
472 1614054855 52
471 1678307322 18
471 683578458 9
470 59700923 450
470 -780109993 20
470 -1064552691 4
469 -876568504 286
469 1316937329 466
468 -519342435 462
468 -1673780535 464
468 -1248642992 16
468 -1381635928 173
468 668948893 33
468 1223894291 468
467 47094466 462
466 640297376 138
466 507634252 56
466 769551144 3
465 1032200839 256
464 530339737 299
464 -1226361458 121
464 -1716810298 330
464 806475282 4
464 -1499340785 20
463 -2110098263 2
462 1990668634 2
462 917880626 180
461 -1443964275 461
460 365209022 457
458 1596787159 2
457 -79061453 107
457 695524710 198
457 -1441680645 336
456 612518719 156
456 1562756345 323
456 614782073 111
456 460924567 16
456 -1965859115 48
456 1312582127 20
456 -1584400311 20
454 -732259184 452
453 1260713542 73
453 -1521412753 20
453 1210177593 7
453 -320217702 3
452 1678374418 452
452 822080004 426
452 -1374009313 4
451 -1526377851 372
451 42365370 252
451 1055888993 10
451 1086987125 62
451 -96844099 8
451 642105681 356
451 -997641559 24
451 1154930465 20
450 1027937286 116
450 1875315283 422
450 -391219271 2
450 -433467143 22
449 1873098077 92
449 -2115934293 72
447 -1421199720 180
446 -1564695022 2
446 544036446 432
443 869916962 115
443 -1438723720 419
443 1489007842 12
443 1517700127 443
443 897138288 3
443 502272688 440
442 -534324246 438
442 -1799138386 374
442 -909702626 4
442 599521242 312
442 -1640405570 16
441 1814743128 348
441 1552779417 408
441 459767968 2
440 -509010897 438
439 1005718264 431
438 1419064907 434
438 -1425377747 436
438 352867146 400
437 191403515 370
437 106883483 4
437 -1471508763 20
436 1181975464 434
434 779775237 82
434 1021668837 12
434 1942349705 420
432 -1918111967 4
432 940557591 276
432 -1509069607 416
430 1613380372 6
430 492459556 175
430 62004117 408
430 -115659693 2
429 1668980652 24
428 -1461213441 96
428 -1096695444 3
428 476548410 4
428 -318623953 5
428 -1820411928 378
428 2029027049 244
428 2125678109 4
428 1626719937 7
428 -336911697 400
428 2047315562 417
426 -314715797 20
426 494399101 372
426 753842839 414
425 2040981457 407
425 1355781606 160
425 -400920361 2
424 -257604760 376
424 2099534142 424
424 979208124 424
424 281163980 412
424 -1766543144 414
424 1034909793 424
423 1407845932 104
422 -939551551 410
422 -1294419199 9
421 591353171 28
421 -954048929 6
421 -1561550049 2
421 -624421582 373
421 1999180977 337
420 2113123650 420
420 368016688 2
419 312970389 8
419 -947099536 288
419 -1065367485 295
418 -89122383 4
418 875282857 206
418 -519622236 404
418 2062913809 184
418 1103363481 4
416 -1782123747 416
415 -1401958105 407
415 -1842740003 8
415 393080585 3
415 -1625683230 4
414 -1629280672 141
414 -1330465258 352
414 1699665904 62
413 -1422829255 364
413 163157893 13
413 1854495666 189
413 1539973339 130
413 853566458 224
413 -261244275 276
413 -538820209 20
413 1012399051 5
413 -1690699759 20
413 -819140373 120
412 -2096117513 404
411 747268792 20
411 -1486804280 12
411 194792132 296
410 23057570 408
410 -1878368624 146
409 -344712854 5
409 -364825965 308
409 -1315408366 20
409 240521734 384
408 893312325 254
408 984684604 12
408 -169361877 106
408 -1711606573 268
408 -696170989 2
408 -1373640926 408
408 -996445189 6
408 -69045776 44
407 208317332 6
406 -701121988 350
406 -1598766408 281
406 1541143360 216
406 1392018432 3
406 624399624 2
404 -479326504 20
404 437423627 402
404 -1605291019 384
404 -476013235 20
404 162327358 36
403 -316639952 203
403 -37220453 401
403 897418892 201
402 1357895744 375
402 -1664747512 402
402 -397370327 8
402 213759392 20
402 1219102397 270
401 1659314139 93
400 -455370066 6
400 1689758536 390
400 -775016459 400
400 -1020369431 8
400 2092799817 386
400 1170537434 20
400 747605529 2
400 -9175082 346
400 1725827594 2
399 381230164 374
399 558615324 283
399 2079038756 4
398 437891678 203
398 1226734263 4
398 1879551790 2
398 -1869060039 314
398 997746639 388
397 -495837962 319
396 1848078292 2
396 -217640408 394
395 -2052323174 174
395 -904077356 67
395 -435722899 5
395 807512961 2
395 -2082047754 204
395 -986693956 2
395 -154129481 2
395 -520404827 2
394 -1034985864 366
394 550482835 224
394 -1472165284 262
394 -1390490044 146
394 -130617404 224
394 455563218 374
393 1929121926 358
393 2026563941 393
393 832962846 9
393 -571690671 172
393 -1552164916 266
393 722532158 15
392 1639737984 10
392 -1110166490 373
391 1760640539 129
391 -1623815242 14
391 -828839818 372
391 -1482623106 5
391 732024496 202
391 1900664995 354
390 335990554 2
390 1903699327 358
390 -1492071090 133
390 1959579210 4
390 -245153381 54
390 1984439367 364
390 -175832453 8
389 310627024 363
389 -1169189426 389
388 2034651172 253
388 -243695980 126
388 158464612 4
388 -985090958 110
388 1871567774 8
388 1367774518 378
387 1290301890 373
386 -1118571956 16
385 -884251203 20
385 1315217755 20
384 -511073168 7
384 -53753892 384
384 1986427068 376
384 1422966786 346
384 -866623532 6
384 2056026474 16
384 -1527122333 376
384 -1128368280 326
384 1600307447 2
384 -1846549707 362
383 -478864804 132
382 1636242649 5
382 -1434458884 358
382 1092379763 370
382 1600492627 2
382 -1589459860 24
382 2064932761 160
382 -437572559 371
382 1982948124 20
381 1043571084 270
381 711455268 17
381 148254014 44
381 -1821190021 21
381 718123271 368
381 -878502014 253
381 992453616 4
381 -1263440654 80
380 -1669262963 10
379 254135648 111
378 1443609200 356
378 1541411303 20
378 1362109611 362
378 -176273759 2
377 757639616 377
376 -78641718 337
376 -1792538992 43
376 -1474441464 261
376 527817313 46
376 -717509878 2
376 -711000528 4
376 -1676689065 298
376 1640949001 8
375 1679197794 7
375 511756010 121
375 714604138 368
375 1504783626 6
375 785022474 242
374 -1396002403 312
374 322546598 364
374 1972661651 9
374 313310541 354
374 581066361 6
374 -468137533 149
374 416314553 339
374 1354116179 364
374 -742819900 312
374 524664948 62
373 1014597725 2
373 897363197 176
372 121968950 368
371 -933096379 20
371 -1749141299 20
371 989508415 12
371 -548209885 3
371 2067443455 2
371 170616747 124
370 1177462894 106
370 896736544 370
370 -1021622323 370
370 1696586957 222
370 -356194254 16
370 1073413177 332
370 397144253 148
369 316797188 147
369 184344496 128
369 -710018626 36
369 -192226796 218
369 -2100480425 171
369 -827971570 9
369 1787270208 362
369 -785753914 2
368 2020867869 358
368 2122925759 343
368 1163038965 2
368 -1227596887 365
368 1899069277 2
368 2063919635 368
368 2049045757 326
367 1151055639 8
367 1490123191 359
367 1932631004 367
367 119037769 7
366 -40042092 4
366 797115546 57
366 -1878643420 283
366 961135263 237
366 1601398842 128
366 274597159 4
366 669628548 2
366 -1997040647 102
366 1109469884 364
366 -271384039 20
366 1837126786 2
365 -115377717 4
365 -92509561 135
365 1754950021 4
365 -1724664154 316
364 1888702461 309
364 -1328359098 356
364 1515653318 7
364 -1111589133 344
364 1383452020 364
364 1216906581 4
364 -1796383989 8
364 -1281479364 290
364 854669110 222
364 9505411 358
364 1852974723 4
363 591949095 11
362 -991092747 6
362 -1635789523 356
362 -2072302803 2
361 -182257820 10
361 922170994 31
361 -117011837 6
361 877319511 11
361 -218709613 220
360 1687942072 9
360 -814124838 348
359 -1828391220 3
359 1800879366 3
357 -650888710 354
356 1333933748 352
356 -1641830726 214
356 -1175874535 348
355 17915889 102
355 1771512014 308
354 943609373 346
354 -537122906 310
354 -477282490 24
354 -965796829 210
353 1233973424 29
353 1280218008 316
353 181132217 39
353 1851495272 6
353 -1767721529 4
353 642408800 108
353 1604632296 2
353 507235928 70
353 -1000467757 257
353 1757903483 337
353 -740591528 3
353 -1780290889 2
353 -479530440 42
352 1740353626 344
352 -1430929854 244
352 -630350631 9
352 -768418310 2
352 -1175225202 3
351 661652578 5
351 -604143627 5
351 2121412747 346
351 618441210 232
350 1451838759 327
350 877034875 5
350 -175244797 20
350 -1851755437 322
350 -18746295 3
350 -1788948792 332
350 -476633893 4
350 -7328321 76
349 -580145458 20
349 136554245 2
349 1395563223 10
348 1927406045 336
348 -269082304 20
348 -1464396513 6
348 1018786752 320
348 1796228751 150
348 317789241 136
348 1940147270 328
348 -1572540256 322
348 -1298810869 2
348 616190825 328
348 436960619 3
347 -722809831 7
347 -76896364 54
346 -1942643224 306
346 219562367 4
346 -404722912 20
345 -1979174407 271
344 980444104 20
344 742000704 5
344 -1908298687 11
344 1585155379 2
344 224340737 7
344 921054905 20
344 742272993 4
343 -1069161039 2
343 -291808218 282
343 -458629427 5
343 374300026 20
343 -2146094212 7
343 553048866 3
343 -1648531521 2
343 -21126569 70
343 1163798401 8
343 -1009739140 12
343 -1290419243 188
342 -512248685 19
342 -1678387310 34
342 -374025397 217
342 1925187990 2
342 1459339500 2
342 80454841 314
341 877754486 328
341 -888887390 3
341 -782564234 102
341 224945176 218
341 -1287618558 4
341 322112310 334
340 -303222493 210
340 -1194704921 340
340 522261107 340
340 -1280674633 338
340 1402624826 340
339 1192615670 255
339 -1393937496 25
339 -1858049733 108
339 -1681926088 310
339 -1922849157 78
339 1263926726 8
339 1386174007 3
339 12794551 4
339 354118247 4
339 967669104 2
339 1777708799 116
339 -1236104673 20
338 -1796194452 234
338 -1745125107 192
338 1257532911 334
338 648495164 2
338 -698319694 2
338 1670878650 2
337 1444918196 330
336 2097514455 316
336 1049404345 104
336 -1318025825 4
336 1586287721 332
336 -1629762828 336
335 -2108962249 183
335 1227468453 335
334 140959138 190
333 1730398749 90
333 -1328736862 313
333 1373537108 277
333 -1672802574 2
333 -305881319 2
333 853695615 88
332 -1097614584 332
332 -1069205500 22
332 1255020484 309
332 -1234721923 330
332 1217093570 244
332 618473020 2
332 -921908262 8
332 2018523907 2
332 1690368687 332
331 -1527090029 327
330 1395445043 2
330 -1709691 328
330 -2082024887 304
330 -1291811482 237
330 -497751330 2
330 -2050583772 194
330 33079150 324
329 1257548230 15
329 2110069706 329
328 -274840016 10
328 -688648757 5
328 1041920688 17
328 435442235 323
328 -983512965 220
328 -995171669 12
328 -909308860 324
328 86961213 95
328 1823723084 216
328 -1516491413 306
328 966223139 2
327 -277639068 177
327 429761284 2
326 1728664854 259
326 -513394779 4
326 -1028203940 320
326 -36035651 6
324 1810948490 67
324 -1296485213 18
